Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Most_Listened_To_Song,Curse_Words_Per_Day,Starbucks_Visits_Per_Week,Party,Facebook_Friends,Avg_Drinks_Per_Day
119.68,85.02,Drake-Gods_Plan,57.11,3.55,Know_Nothings,346,0.08
124.04,78.29,Drake-Gods_Plan,62.77,1.82,Federalists,364,0.06
125.62,77.66,Drake-Gods_Plan,69.78,3.17,Know_Somethings,302,0.02
121.2,82.96,Other,62.45,2.09,Know_Nothings,345,0.06
118.3,77.97,Other,62.98,36.79,Know_Nothings,459,0
116.88,80.41,Other,61.3,13.61,Know_Nothings,208,0.03
120.47,81.52,Drake-Gods_Plan,60.84,4.42,Know_Somethings,450,0.11
116.45,85.92,ACDC-ThunderStruck,63.28,0.89,Federalists,393,0.12
115.53,76.62,Drake-Gods_Plan,59.11,6,Know_It_Alls,281,0.06
120.8,80.5,Camila_Cabello-Havana,61.39,4.82,Know_Somethings,355,0.03
117.61,81.67,Camila_Cabello-Havana,61.41,16.54,Know_It_Alls,371,0.11
120.07,79.59,Ed_Sheeran-Perfect,59.85,0.22,Federalists,384,0.09
117.13,80.71,Ed_Sheeran-Perfect,58.57,14.82,Know_It_Alls,268,0.02
120.73,77.16,Rage_Against_The_Machine-Testify,61.48,2.98,Know_Somethings,415,0.07
116.61,78.51,Other,62.79,7.36,Know_Nothings,432,0.01
129.96,78.74,Camila_Cabello-Havana,67.07,2.11,Federalists,423,0.23
119.93,82.39,Mozart-Die_Zauberflote,64.05,3.4,Know_It_Alls,267,0.05
121.28,83.13,Camila_Cabello-Havana,59.29,16.05,Know_It_Alls,133,0.18
119.48,79.75,Drake-Gods_Plan,61.15,1.98,Federalists,218,0.06
119.86,76.5,Camila_Cabello-Havana,55.65,5.92,Know_It_Alls,394,0.05
118.57,85.75,Drake-Gods_Plan,57.89,2.79,Federalists,474,0.03
124.47,76.59,Other,62.9,1.57,Know_Nothings,373,0.03
118.95,80.83,Ed_Sheeran-Perfect,58.45,0.94,Federalists,376,0.01
123.85,83.82,Drake-Gods_Plan,62.96,0.71,Federalists,191,0.02
118.85,83.54,ACDC-ThunderStruck,57.37,0.85,Federalists,276,0.03
118.54,84.21,Other,56.86,1.54,Know_Nothings,407,0.01
117.72,76.57,Drake-Gods_Plan,57.9,6.82,Know_It_Alls,349,0.01
119.75,81.6,Camila_Cabello-Havana,57.97,3.44,Know_Somethings,386,0.02
116.48,78.85,Drake-Gods_Plan,60.5,6.37,Know_It_Alls,266,0.15
124.72,80.27,ACDC-ThunderStruck,62.16,4.5,Federalists,300,0.05
124.31,76.92,Camila_Cabello-Havana,63.15,58.68,Know_Nothings,433,0.08
119.96,78.65,Drake-Gods_Plan,59.34,23.49,Know_Nothings,211,0.09
121.25,81.01,Drake-Gods_Plan,64.93,1.1,Federalists,245,0.04
119.21,76.53,Other,62.04,5.4,Know_Nothings,439,0.03
116.53,77.04,Ed_Sheeran-Perfect,58.25,2.41,Federalists,281,0.11
121.4,84.89,Ed_Sheeran-Perfect,62.47,8.66,Know_Nothings,184,0.07
119.3,83.83,Other,62.2,0.89,Know_Nothings,351,0.08
116.79,79.04,Camila_Cabello-Havana,62,6.19,Know_It_Alls,366,0.02
118.01,81.74,Drake-Gods_Plan,58.41,9.21,Know_It_Alls,306,0.02
121.3,77.15,Other,59.17,13.55,Know_Nothings,437,0.29
120.36,81.32,Drake-Gods_Plan,60.13,0.33,Federalists,310,0
116.45,80.07,Ed_Sheeran-Perfect,62.45,4.03,Know_Somethings,336,0.03
125.76,76.98,Camila_Cabello-Havana,63.29,1.59,Federalists,255,0.21
116.56,79.3,Drake-Gods_Plan,64.55,0.99,Federalists,366,0.04
121.1,76.88,Other,65.25,0.02,Know_Nothings,398,0.07
119.38,78.79,Camila_Cabello-Havana,59.89,0.31,Federalists,387,0.09
117.31,86.58,Other,61.33,2.5,Know_Nothings,415,0.04
120.23,76.44,Rage_Against_The_Machine-Testify,59.95,6.98,Know_Somethings,279,0.14
124.58,82.91,Camila_Cabello-Havana,65.58,0.82,Federalists,188,0.14
116.08,80.05,Drake-Gods_Plan,59.2,4.89,Know_Somethings,253,0.06
116.04,77.27,Drake-Gods_Plan,58.41,32.37,Know_Nothings,447,0.04
123.56,82.6,Ed_Sheeran-Perfect,63.91,8.2,Know_Nothings,348,0.01
121.92,80.43,Drake-Gods_Plan,60.63,6.39,Know_Somethings,312,0.31
122.03,77.1,Mozart-Die_Zauberflote,63.97,1.48,Know_It_Alls,359,0.19
118.51,77.26,ACDC-ThunderStruck,59.44,3.69,Federalists,253,0.26
122.41,80.96,Camila_Cabello-Havana,60.67,12.3,Know_It_Alls,382,0.01
133.13,78.57,Mozart-Die_Zauberflote,67.1,1.96,Know_It_Alls,418,0.11
122.31,82.42,Drake-Gods_Plan,64.47,4.76,Know_Nothings,325,0.35
121.4,77.45,Drake-Gods_Plan,63.26,1.42,Federalists,295,0.12
118.8,79.15,Rage_Against_The_Machine-Testify,61.26,0.94,Know_Somethings,330,0.04
120.38,80.3,ACDC-ThunderStruck,59.34,1.76,Federalists,308,0
120.5,77.63,Other,58.73,0.54,Know_Nothings,312,0.14
117.92,77.53,Drake-Gods_Plan,62.76,8.09,Know_It_Alls,386,0
122.12,76.59,Camila_Cabello-Havana,62.01,10.62,Know_It_Alls,334,0.12
122.6,80.84,Camila_Cabello-Havana,59.67,0.3,Federalists,487,0.02
113.55,80.18,ACDC-ThunderStruck,57.54,0.31,Federalists,388,0.14
120.23,77.81,Other,60.9,1.75,Know_Nothings,398,0.01
121.27,76.75,Drake-Gods_Plan,59.11,0.57,Federalists,443,0.19
121.62,78.33,ACDC-ThunderStruck,65.22,5.07,Federalists,201,0.13
118.15,77.49,Camila_Cabello-Havana,57.35,10.02,Know_It_Alls,221,0.08
115.68,82.14,Ed_Sheeran-Perfect,57.08,0.23,Federalists,404,0.03
116.42,75.93,Ed_Sheeran-Perfect,60.77,8.48,Know_It_Alls,485,0.17
119.81,87.61,ACDC-ThunderStruck,57.92,3.7,Federalists,330,0.11
117.24,76.03,Ed_Sheeran-Perfect,62.58,0.6,Federalists,471,0.02
118.19,83.83,Rage_Against_The_Machine-Testify,60.99,4.58,Know_Somethings,326,0.07
124.72,78.81,Camila_Cabello-Havana,58.39,17.63,Know_It_Alls,235,0.02
121.9,82.61,Other,61.99,5.71,Know_Nothings,451,0.01
119.4,78.14,Rage_Against_The_Machine-Testify,62.27,0.89,Know_Somethings,383,0.03
121.99,78.89,Drake-Gods_Plan,62.71,4.66,Know_Somethings,216,0.39
121.02,82.61,Other,61.86,1.32,Know_Nothings,346,0.02
116.44,80.85,Mozart-Die_Zauberflote,59.16,9.69,Know_It_Alls,564,0.05
118.76,84.14,Other,58.11,1.37,Know_Nothings,312,0.14
116.82,82.4,Rage_Against_The_Machine-Testify,58.5,11.31,Know_Somethings,123,0.03
119.7,77.62,Drake-Gods_Plan,65.11,10.86,Know_It_Alls,152,0.08
118.5,78,Mozart-Die_Zauberflote,60.92,20.59,Know_It_Alls,419,0
120.84,77.73,Rage_Against_The_Machine-Testify,59.69,14.15,Know_Somethings,355,0.05
121.69,81.66,Drake-Gods_Plan,61.12,13.1,Know_It_Alls,394,0.07
118.1,80.51,Mozart-Die_Zauberflote,58.55,5.44,Know_It_Alls,336,0.01
119.13,79.11,Camila_Cabello-Havana,58.68,3.42,Know_Somethings,269,0.07
117.57,83.09,Other,58.68,1.89,Know_Nothings,333,0.03
115.55,83.71,Drake-Gods_Plan,60.36,15.52,Know_It_Alls,171,0.01
117.56,80.71,Other,58.29,1.02,Know_Nothings,283,0.17
117.37,77.76,Rage_Against_The_Machine-Testify,58.94,0.42,Know_Somethings,409,0.09
114.97,80.23,Ed_Sheeran-Perfect,58.6,8.53,Know_It_Alls,418,0.52
118.91,82.31,Drake-Gods_Plan,61.47,0.81,Federalists,139,0.19
121.33,80.6,Ed_Sheeran-Perfect,61.77,0.73,Federalists,476,0.23
127.45,88,Camila_Cabello-Havana,67.81,3.28,Federalists,479,0
117.61,81.75,Ed_Sheeran-Perfect,61.89,8.09,Know_Somethings,246,0.16
125.12,79.73,Ed_Sheeran-Perfect,64.63,17.95,Know_It_Alls,354,0.09
121.12,81.42,Drake-Gods_Plan,63.15,9.35,Know_It_Alls,144,0.14
121.71,79.65,Ed_Sheeran-Perfect,64.13,10.87,Know_It_Alls,371,0.11
119.26,84.72,Camila_Cabello-Havana,63.5,3.58,Know_Nothings,271,0.01
125.41,85.78,Camila_Cabello-Havana,63.31,3.86,Federalists,361,0.01
122.29,79.67,Ed_Sheeran-Perfect,60.1,5.18,Know_Somethings,320,0.04
120.45,78.46,Camila_Cabello-Havana,61.47,1.27,Federalists,201,0.23
119.75,79.12,ACDC-ThunderStruck,61.82,3.54,Federalists,498,0.14
122.32,76.97,ACDC-ThunderStruck,61.01,7.62,Federalists,322,0.23
121.15,80.02,Camila_Cabello-Havana,65.14,6.23,Know_Somethings,453,0.02
115.47,78.27,Camila_Cabello-Havana,54.8,13.1,Know_It_Alls,375,0.07
126.09,82.06,Ed_Sheeran-Perfect,64.37,19.22,Know_It_Alls,515,0
117.95,77.44,Drake-Gods_Plan,59.4,12.23,Know_It_Alls,412,0.05
118.27,75.63,Rage_Against_The_Machine-Testify,58.52,1.72,Know_Somethings,406,0.07
117.83,75.66,Other,61.27,1.3,Know_Nothings,399,0.05
117.64,82.59,Camila_Cabello-Havana,59.49,11.12,Know_It_Alls,432,0.09
120.72,80.38,Camila_Cabello-Havana,62.18,0.95,Federalists,450,0.17
118.89,78.53,Other,60.84,6.35,Know_Nothings,248,0.03
118.27,81.73,ACDC-ThunderStruck,60.61,4.54,Federalists,455,0.26
114.96,78.1,Drake-Gods_Plan,58.57,3.74,Know_It_Alls,445,0.09
119.58,77.7,Camila_Cabello-Havana,57.25,28.81,Know_Nothings,261,0.25
116.82,80.6,Drake-Gods_Plan,61.02,4.21,Know_Somethings,315,0.31
125.84,80.94,Camila_Cabello-Havana,60.17,21.08,Know_Nothings,549,0.19
117.29,79.15,ACDC-ThunderStruck,64.3,0.18,Federalists,526,0.05
115.3,81.79,Ed_Sheeran-Perfect,58.16,14.89,Know_It_Alls,496,0.02
119.14,81.55,ACDC-ThunderStruck,61.61,2.49,Federalists,257,0.01
117.36,82.76,Ed_Sheeran-Perfect,60.88,2.74,Federalists,310,0.02
119.04,77.48,Camila_Cabello-Havana,57.97,2.43,Federalists,268,0.11
122.69,76.01,Drake-Gods_Plan,61.79,0.36,Federalists,277,0.09
116.92,75.92,Other,58.12,2.62,Know_Nothings,331,0.11
119.09,80.4,Ed_Sheeran-Perfect,62.55,20.78,Know_Nothings,276,0.02
118.96,76.16,Drake-Gods_Plan,62.12,6.49,Know_It_Alls,78,0.05
117.83,81.08,Ed_Sheeran-Perfect,57.22,9.77,Know_It_Alls,390,0.07
116.34,78.6,Camila_Cabello-Havana,59.95,7.59,Know_It_Alls,401,0.01
119.74,77.04,Ed_Sheeran-Perfect,58.09,1.2,Federalists,278,0.22
121.65,80.6,Camila_Cabello-Havana,62.87,18.93,Know_It_Alls,390,0.02
119.74,77.9,Ed_Sheeran-Perfect,62.1,17.31,Know_It_Alls,153,0.08
119.25,87.72,Ed_Sheeran-Perfect,58.72,0.51,Federalists,382,0.11
124.52,79.19,Drake-Gods_Plan,63.97,2.05,Federalists,444,0.04
126.96,79.1,ACDC-ThunderStruck,64.18,1.6,Federalists,218,0.24
120.9,75.79,Camila_Cabello-Havana,62.1,5.61,Know_It_Alls,386,0.1
117.53,80.56,Mozart-Die_Zauberflote,61.58,8.85,Know_It_Alls,396,0.09
118.2,81.21,Camila_Cabello-Havana,61.26,0.55,Federalists,222,0.15
119.4,82.11,ACDC-ThunderStruck,60.14,10.7,Federalists,213,0.09
115.98,79.52,Rage_Against_The_Machine-Testify,58.2,3.73,Know_Somethings,194,0.61
115.64,83.17,Drake-Gods_Plan,61.09,3.33,Know_Somethings,413,0.07
116.57,76.73,Rage_Against_The_Machine-Testify,58.02,3.13,Know_Somethings,325,0.01
119.64,77.82,Mozart-Die_Zauberflote,64.72,15.4,Know_It_Alls,119,0.11
119.31,81.67,Drake-Gods_Plan,60.37,1.09,Federalists,389,0.04
116.28,86.07,Camila_Cabello-Havana,60.32,0.21,Federalists,348,0.01
123.37,78.8,Rage_Against_The_Machine-Testify,61.45,22.67,Know_Somethings,357,0.2
119.68,81.28,Drake-Gods_Plan,64.39,25.1,Know_Nothings,334,0.03
120.47,80.05,Other,62.55,3.59,Know_Nothings,281,0.01
122.84,81.24,Ed_Sheeran-Perfect,63.19,11.73,Know_It_Alls,373,0.01
125.74,80.34,Ed_Sheeran-Perfect,63.47,1.15,Federalists,141,0.1
115.72,80.86,ACDC-ThunderStruck,59.4,1.1,Federalists,248,0.06
121.89,78.79,Ed_Sheeran-Perfect,61.38,16,Know_It_Alls,357,0.04
117.67,79.04,Mozart-Die_Zauberflote,63.24,3.56,Know_It_Alls,400,0.03
117.74,81.94,Ed_Sheeran-Perfect,57.21,13.55,Know_It_Alls,321,0.01
123.18,79.45,Rage_Against_The_Machine-Testify,62.74,7.05,Know_Somethings,179,0.26
116.37,76.64,Ed_Sheeran-Perfect,60.05,9.18,Know_It_Alls,423,0.02
122.49,87.36,Camila_Cabello-Havana,57.98,1.87,Federalists,348,0.06
119.81,80.13,ACDC-ThunderStruck,59.54,9.78,Federalists,324,0
115.03,83.82,ACDC-ThunderStruck,58.3,5.49,Federalists,281,0.14
118.79,81.03,Drake-Gods_Plan,59.74,11.56,Know_It_Alls,238,0.06
117.97,77.62,Ed_Sheeran-Perfect,56.42,5.23,Know_It_Alls,62,0.02
116.82,84.35,Drake-Gods_Plan,60.57,0.24,Federalists,269,0.04
116.27,84.12,Other,58.6,0.08,Know_Nothings,365,0.12
119.88,79.19,Ed_Sheeran-Perfect,61.66,2.15,Federalists,330,0.01
120.38,78.87,Ed_Sheeran-Perfect,60.43,3.86,Know_Somethings,404,0.16
122.57,82.47,Camila_Cabello-Havana,63.37,2.32,Federalists,327,0.02
117.97,83.6,Camila_Cabello-Havana,60.4,3.12,Know_Nothings,248,0.13
118.13,77.06,Drake-Gods_Plan,60.82,13.49,Know_It_Alls,345,0.03
116.31,77.75,Camila_Cabello-Havana,60.99,2.07,Federalists,161,0.03
116.22,82.39,Drake-Gods_Plan,58.25,6.4,Know_Somethings,202,0.01
122.33,81.55,Drake-Gods_Plan,59.61,8.22,Know_Nothings,325,0.06
117.37,80.16,Other,60.51,12.78,Know_Nothings,193,0.46
114.25,79.14,Other,60.79,7.2,Know_Nothings,424,0
125.8,77.26,Camila_Cabello-Havana,64.3,4.54,Know_Somethings,320,0.01
124.47,78.91,Drake-Gods_Plan,61.7,0.14,Federalists,318,0.05
117.96,79.44,Camila_Cabello-Havana,61.78,0.89,Federalists,388,0.01
118.99,82.31,ACDC-ThunderStruck,59.65,6.4,Federalists,416,0.03
116.39,78.6,Drake-Gods_Plan,59.08,1.25,Federalists,267,0.01
120.12,84.36,Camila_Cabello-Havana,57.28,1.52,Federalists,372,0.03
118.12,82.56,Ed_Sheeran-Perfect,61,3.11,Know_Somethings,264,0.1
117.11,77.07,Ed_Sheeran-Perfect,60.72,0.33,Federalists,243,0.03
118.83,76.21,Camila_Cabello-Havana,61.41,9.67,Know_It_Alls,373,0.17
117.99,79.05,Drake-Gods_Plan,60.61,1.18,Federalists,152,0.14
119.86,79.9,Rage_Against_The_Machine-Testify,58.24,3.42,Know_Somethings,167,0.01
118.72,77.8,Rage_Against_The_Machine-Testify,64.11,33.68,Know_Somethings,382,0.07
124.64,77.13,ACDC-ThunderStruck,63.91,6.03,Federalists,485,0
116.74,83.41,Other,57.09,1.63,Know_Nothings,522,0.12
115.03,77.75,Other,56.99,8.99,Know_Nothings,277,0.01
128.95,76.41,ACDC-ThunderStruck,66.68,4.08,Federalists,266,0.1
120.9,80.43,Camila_Cabello-Havana,63.98,8.39,Know_Somethings,281,0.08
121.99,77.46,Drake-Gods_Plan,60.82,5.15,Know_Somethings,273,0.16
120.66,80.02,Ed_Sheeran-Perfect,59.63,15.38,Know_It_Alls,408,0.03
118.38,85.78,Camila_Cabello-Havana,60.18,2.59,Federalists,323,0.04
128.03,76.95,ACDC-ThunderStruck,61.88,12.57,Federalists,471,0.05
123.3,83.78,Drake-Gods_Plan,62.24,3.2,Know_Nothings,361,0.03
123.28,76.62,Rage_Against_The_Machine-Testify,63.8,9.86,Know_Somethings,484,0.01
120.74,82.18,Camila_Cabello-Havana,61.33,8.08,Know_Nothings,396,0.18
115.44,76.71,Ed_Sheeran-Perfect,59.73,3.02,Know_It_Alls,327,0.17
118.83,78.08,Drake-Gods_Plan,60.18,2.8,Federalists,429,0.09
119.17,79.87,Mozart-Die_Zauberflote,61.26,4.11,Know_It_Alls,462,0.03
123.76,79.61,ACDC-ThunderStruck,60.91,4.54,Federalists,273,0.13
115.91,79.41,Ed_Sheeran-Perfect,58.37,2.49,Federalists,352,0.02
120.97,80.72,Rage_Against_The_Machine-Testify,59.64,22.37,Know_Somethings,502,0.04
122.35,79.2,Ed_Sheeran-Perfect,66.35,12.96,Know_It_Alls,346,0.34
121.76,78.07,Camila_Cabello-Havana,60.91,5.03,Know_Somethings,208,0.11
121.65,80.09,Drake-Gods_Plan,62.44,4.18,Know_Somethings,432,0.11
121.46,82.62,Other,62.88,22.31,Know_Nothings,287,0.14
121.69,82.04,Drake-Gods_Plan,63.25,6.99,Know_Nothings,383,0.02
115.26,79.75,Other,60.02,22.79,Know_Nothings,616,0.1
118.84,78.2,Rage_Against_The_Machine-Testify,63.27,0.46,Know_Somethings,327,0.17
115.77,79.2,Other,58.39,13.93,Know_Nothings,409,0.12
116.37,78.22,Ed_Sheeran-Perfect,60.48,0.66,Federalists,317,0.04
118.33,82.36,Ed_Sheeran-Perfect,58.51,21.95,Know_Nothings,295,0.1
119.29,76.86,Rage_Against_The_Machine-Testify,63.45,2.72,Know_Somethings,344,0.09
125.32,77.62,Ed_Sheeran-Perfect,61.44,3.89,Know_Somethings,378,0.05
120.97,82.94,Rage_Against_The_Machine-Testify,61.45,1.14,Know_Somethings,262,0.14
117.65,80.45,Ed_Sheeran-Perfect,60.95,2.78,Federalists,330,0.01
117.1,77.92,Other,59.33,2.01,Know_Nothings,315,0
116.13,81.58,Drake-Gods_Plan,57.86,10.24,Know_It_Alls,530,0.03
117.37,85.95,Ed_Sheeran-Perfect,59.18,10.19,Know_It_Alls,351,0.03
123.83,79.3,Mozart-Die_Zauberflote,61.03,10.79,Know_It_Alls,249,0.04
123.06,82.74,Drake-Gods_Plan,59.82,8.18,Know_Nothings,414,0.04
128.2,81.43,Ed_Sheeran-Perfect,66.73,17.54,Know_It_Alls,524,0.01
123.02,78.02,Drake-Gods_Plan,59.71,2.95,Know_Somethings,291,0.04
116.21,81.44,Ed_Sheeran-Perfect,59.69,3.94,Know_Somethings,245,0.1
115.72,80.04,Camila_Cabello-Havana,62.08,2.88,Federalists,500,0.01
121.61,83.83,Ed_Sheeran-Perfect,62.81,0.34,Federalists,150,0.01
115.99,76.53,Camila_Cabello-Havana,58.51,5.34,Know_It_Alls,328,0.08
122.18,81.68,Rage_Against_The_Machine-Testify,63.98,5.05,Know_Somethings,385,0.06
122.85,75.39,Ed_Sheeran-Perfect,60.93,6.91,Know_Somethings,440,0.04
117.31,80.45,Rage_Against_The_Machine-Testify,60.16,1.43,Know_Somethings,256,0
116.31,82.69,Mozart-Die_Zauberflote,58.52,2.12,Know_It_Alls,205,0.08
116.15,77.58,Mozart-Die_Zauberflote,60.62,5.59,Know_It_Alls,322,0.08
125.6,83.06,ACDC-ThunderStruck,63.06,1.49,Federalists,330,0.01
119.02,78.3,Rage_Against_The_Machine-Testify,58.14,4.66,Know_Somethings,284,0.06
118.67,77.08,ACDC-ThunderStruck,61.68,1.95,Federalists,195,0.15
118.77,78.45,Other,63.53,0.15,Know_Nothings,382,0.11
119.76,80.17,ACDC-ThunderStruck,57.7,5.17,Federalists,316,0.25
116.27,78.96,ACDC-ThunderStruck,60.56,7.41,Federalists,306,0.04
117.05,78.25,Mozart-Die_Zauberflote,61.17,16.23,Know_It_Alls,292,0.04
121.17,78.04,Rage_Against_The_Machine-Testify,59.22,2.02,Know_Somethings,361,0.02
123.68,77.21,Ed_Sheeran-Perfect,63.7,11.92,Know_It_Alls,227,0.23
120.27,77.67,Drake-Gods_Plan,58.54,3.17,Know_Somethings,284,0.16
116.37,76.66,Drake-Gods_Plan,62.34,7.99,Know_It_Alls,504,0.02
125.22,78.13,Drake-Gods_Plan,60.12,3.63,Know_Somethings,343,0.09
124.93,79.32,Drake-Gods_Plan,65.29,6.51,Know_Nothings,352,0
119.92,79.9,Ed_Sheeran-Perfect,61.42,16.61,Know_It_Alls,395,0.07
126.13,76.4,Rage_Against_The_Machine-Testify,63.57,2.58,Know_Somethings,403,0.14
122.93,82.48,Drake-Gods_Plan,63.28,0.29,Federalists,284,0.12
117.55,81.66,Camila_Cabello-Havana,59.19,7.27,Know_Somethings,488,0.09
115.66,77.3,Ed_Sheeran-Perfect,61.21,14.46,Know_It_Alls,273,0
117.41,78.98,ACDC-ThunderStruck,58.6,12.79,Federalists,259,0.04
118.19,79.16,Camila_Cabello-Havana,61.07,7.09,Know_Somethings,456,0.12
120.93,76.33,Ed_Sheeran-Perfect,66.53,6.24,Know_It_Alls,332,0.09
115.5,85.63,Ed_Sheeran-Perfect,58.47,4.24,Know_Nothings,173,0
126.04,80.57,Drake-Gods_Plan,64.78,4.19,Know_Nothings,382,0.15
124.59,83.99,Drake-Gods_Plan,63.8,12.33,Know_It_Alls,514,0.16
119.36,79.79,Rage_Against_The_Machine-Testify,59.56,6.1,Know_Somethings,490,0.08
120.61,76.74,Mozart-Die_Zauberflote,60.23,8.16,Know_It_Alls,421,0
122.09,80.77,ACDC-ThunderStruck,59.87,3.89,Federalists,360,0.01
117.67,78.15,ACDC-ThunderStruck,62.3,4.92,Federalists,333,0.43
117.31,78.03,Rage_Against_The_Machine-Testify,56.17,0.81,Know_Somethings,477,0.04
118.19,81.78,Rage_Against_The_Machine-Testify,60.22,12.31,Know_Somethings,338,0.14
129.55,79.81,Camila_Cabello-Havana,65.74,3.12,Know_Nothings,421,0.05
118.96,80.23,Camila_Cabello-Havana,61.35,9.78,Know_It_Alls,271,0.09
115.87,77.33,Mozart-Die_Zauberflote,57.86,0.13,Know_It_Alls,304,0.13
118.41,80.19,Rage_Against_The_Machine-Testify,59.36,1.68,Know_Somethings,230,0.07
116.46,84.6,Ed_Sheeran-Perfect,57.78,4.47,Know_Nothings,397,0.11
122.3,76.76,Camila_Cabello-Havana,61.2,1.05,Federalists,470,0.02
115.57,78.9,Ed_Sheeran-Perfect,58.71,4.45,Know_It_Alls,195,0.08
120.6,80.24,ACDC-ThunderStruck,60.79,4.44,Federalists,311,0.34
121.51,89.57,Drake-Gods_Plan,61.66,13.02,Know_It_Alls,351,0.53
119.78,80.06,Rage_Against_The_Machine-Testify,60.69,2.23,Know_Somethings,382,0
123.18,94.88,Ed_Sheeran-Perfect,61.83,3.38,Federalists,413,0.13
125.03,79.85,Drake-Gods_Plan,61.2,0.73,Federalists,489,0.02
118.2,78.82,Rage_Against_The_Machine-Testify,60.7,8.84,Know_Somethings,240,0.16
122.58,80.58,Camila_Cabello-Havana,64.98,0.9,Federalists,280,0.25
122.3,80.11,Other,64.15,5.87,Know_Nothings,385,0.27
120.19,78.17,Drake-Gods_Plan,61.76,10.65,Know_It_Alls,353,0.07
120.48,78.13,Rage_Against_The_Machine-Testify,65.96,8.69,Know_Somethings,409,0.04
119.87,79.16,Rage_Against_The_Machine-Testify,60.5,3.62,Know_Somethings,494,0.17
120.89,82.15,Rage_Against_The_Machine-Testify,60.65,4.43,Know_Somethings,406,0.05
117.65,77.23,Other,58.86,4.7,Know_Nothings,200,0.17
122.49,77.51,Ed_Sheeran-Perfect,61.82,2.81,Federalists,317,0.04
119.04,78.55,Ed_Sheeran-Perfect,57.36,5.79,Know_Somethings,403,0.03
118.73,80.4,Ed_Sheeran-Perfect,59.62,5.14,Know_Somethings,400,0.02
124.59,81.95,ACDC-ThunderStruck,65.11,1.54,Federalists,333,0.16
117.68,81.21,Camila_Cabello-Havana,62.71,14.58,Know_It_Alls,275,0.29
116.03,86.1,Ed_Sheeran-Perfect,60.75,2.15,Federalists,298,0.17
123.08,80.5,Rage_Against_The_Machine-Testify,63.21,26.25,Know_Somethings,159,0
123.38,75.83,Ed_Sheeran-Perfect,64.8,5.62,Know_Somethings,471,0.17
125.43,77.85,Ed_Sheeran-Perfect,63.41,6.49,Know_Somethings,160,0.1
122.58,77.03,Drake-Gods_Plan,64.88,5.85,Know_Somethings,422,0.03
120.12,81.46,Rage_Against_The_Machine-Testify,62.16,0.42,Know_Somethings,358,0.04
121.25,81.1,Ed_Sheeran-Perfect,64.4,1.39,Federalists,162,0.21
123.89,77.45,Rage_Against_The_Machine-Testify,66.01,0.55,Know_Somethings,169,0.19
119.32,84.06,Drake-Gods_Plan,60.39,4.37,Know_Nothings,338,0.26
123.28,81.25,Drake-Gods_Plan,61.8,0.87,Federalists,320,0.04
117.07,76.74,Drake-Gods_Plan,54.86,3.02,Know_It_Alls,558,0.28
118.75,76.29,Drake-Gods_Plan,64.95,7.8,Know_It_Alls,364,0.03
116.86,87.79,ACDC-ThunderStruck,58.81,1.95,Federalists,386,0.14
120.6,82.62,Other,59.73,0.44,Know_Nothings,251,0.07
119.86,80.78,Camila_Cabello-Havana,60.19,13.71,Know_It_Alls,109,0.05
124.42,77.11,ACDC-ThunderStruck,66.43,0.12,Federalists,322,0.06
122.14,88.42,Ed_Sheeran-Perfect,62.94,6.51,Federalists,405,0.06
117.92,83.97,Rage_Against_The_Machine-Testify,60.27,20.95,Know_Somethings,254,0.02
116.58,79.51,Rage_Against_The_Machine-Testify,62.06,5.88,Know_Somethings,323,0.02
118.4,79.01,Rage_Against_The_Machine-Testify,59.83,1.02,Know_Somethings,297,0.2
119.79,81.54,Camila_Cabello-Havana,59.79,1.91,Federalists,548,0.05
115.85,82.74,ACDC-ThunderStruck,61.44,13.94,Federalists,178,0.09
121.01,78.62,Other,60.23,4.29,Know_Nothings,312,0.06
121.09,76.41,Rage_Against_The_Machine-Testify,58.88,1.55,Know_Somethings,349,0.01
119.81,80.59,Ed_Sheeran-Perfect,57.56,1.42,Federalists,428,0.02
118.47,79.06,Other,59.49,15.12,Know_Nothings,400,0.02
125.36,78.39,Camila_Cabello-Havana,64.28,6.37,Know_Somethings,346,0.02
123.42,78.94,Ed_Sheeran-Perfect,65.09,3,Know_Somethings,149,0.15
118.18,87.14,Rage_Against_The_Machine-Testify,58.27,6.05,Know_Somethings,158,0.02
121.75,80.64,Drake-Gods_Plan,61.52,20.47,Know_It_Alls,152,0.09
121.01,81.69,Drake-Gods_Plan,58.03,0.47,Federalists,268,0.11
126.5,74.85,Drake-Gods_Plan,63.13,0.83,Federalists,495,0.08
121.53,88.95,Drake-Gods_Plan,61.89,2.82,Federalists,318,0.21
118.7,78.07,Ed_Sheeran-Perfect,61.29,0.48,Federalists,327,0.02
115.87,76.26,Ed_Sheeran-Perfect,57.1,2.35,Federalists,361,0
116.56,79.93,Drake-Gods_Plan,61.16,19.17,Know_It_Alls,365,0.17
123.05,79.44,Camila_Cabello-Havana,63.21,5.44,Know_Somethings,356,0
118.46,78.93,Rage_Against_The_Machine-Testify,61.02,1,Know_Somethings,274,0.02
114.64,79.5,Drake-Gods_Plan,59.67,3.06,Know_It_Alls,283,0.29
119.05,80.69,ACDC-ThunderStruck,59.1,1.13,Federalists,269,0.02
124.43,84.29,Camila_Cabello-Havana,57.24,3.26,Federalists,160,0.04
