Player,height,weight,collage,born,birth_city,birth_state,Num_of_Seasons,Num_of_Pos,Avg_Age,Num_of_Tms,Avg_Games,Avg_GS,Avg_MP,Avg_PER,Avg_TS%,Avg_3PAr,Avg_FTr,Avg_ORB%,Avg_DRB%,Avg_TRB%,Avg_AST%,Avg_STL%,Avg_BLK%,Avg_TOV%,Avg_USG%,Avg_OWS,Avg_DWS,Avg_WS,Avg_WS/48,Avg_OBPM,Avg_DBPM,Avg_BMP,Avg_VORP,Avg_FG,Avg_FGA,Avg_FG%,Avg_3P,Avg_3PA,Avg_3P%,Avg_2P,Avg_2PA,Avg_2P%,Avg_eFG%,Avg_FT,Avg_FTA,Avg_FT%,Avg_ORB,Avg_DRB,Avg_TRB,Avg_AST,Avg_STL,Avg_BLK,Avg_TOV,Avg_PF,Avg_PTS
"Wayne Yates",203,106,"University of Memphis",1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Zeller",185,79,"Miami University",1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danny Doyle",203,90,"Belmont Abbey College",1940,"Long Island City","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Fedor",198,86,"Florida State University",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jack Foley",190,77,"College of the Holy Cross",1939,Worcester,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Gunther",201,86,"University of Iowa",1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Porter Meriwether",188,81,"Tennessee State University",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Howie Montgomery",196,99,"University of Texas-Pan American",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeff Slade",198,99,"Kenyon College",1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Stith",196,95,"St. Bonaventure University",1939,"Greenville County",Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan Swartz",193,97,"Morehead State University",1934,Owingsville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan Tieman",183,83,"Thomas More College",1940,Covington,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralph Wells",185,81,"Northwestern University",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hubie White",193,92,"Villanova University",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Comley",196,95,"Kansas State University",1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mel Gibson",190,81,"Western Carolina University",1940,Cordova,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Greenspan",196,88,"University of Maryland",1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Harkness",188,79,"Loyola University of Chicago",1940,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mel Peterson",193,83,"Wheaton College",1938,"Thief River Falls",Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ken Rohloff",183,88,"North Carolina State University",1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roger Strickland",196,90,"Jacksonville University",1940,Jacksonville,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Windsor",203,97,"Stanford University",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ron Bonham",196,87,"University of Cincinnati",1942,Muncie,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Bradds",203,95,"Ohio State University",1942,Jamestown,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Courtin",185,85,"Saint Joseph's University",1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Grote",193,97,"Loyola Marymount University",1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Les Hunter",201,95,"Loyola University of Chicago",1942,Nashville,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesse Branson",201,88,"Elon University",1942,Burlington,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Fairchild",203,92,"Brigham Young University",1943,Encinitas,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Will Frazier",201,95,"Grambling State University",1942,Minden,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thales McReynolds",190,83,"Miles College",1943,Birmingham,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Willie Somerset",173,77,"Duquesne University",1942,Sharon,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ron Watts",198,95,"Wake Forest University",1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Henry Akin",208,102,"Morehead State University",1944,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnny Austin",183,77,"Boston College",1944,Washington,"District of Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Deutsch",185,77,"University of Rochester",1945,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Hogsett",201,104,"University of Tennessee",1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wayne Molis",203,104,"Lewis University",1943,Chicago,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Schellhase",190,92,"Purdue University",1944,Evansville,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Ware",201,95,"Oklahoma City University",1944,Natchez,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bud Acton",198,95,"Hillsdale College",1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cliff Anderson",188,90,"Saint Joseph's University",1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyrone Britt",193,86,"Johnson C. Smith University",1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Burns",190,88,"Northwestern University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Caldwell",208,108,"Georgia Institute of Technology",1943,Durham,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George Carter",193,95,"St. Bonaventure University",1944,Buffalo,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonny Dove",201,89,"St. John's University",1945,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ron Filipek",196,92,"Tennessee Technological University",1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Gray",185,83,"Oklahoma City University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Hamilton",203,95,"Arizona State University",1944,"Huntington Beach",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Jackson",185,83,"Wilberforce University",1943,Cleveland,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnny Jones",201,92,"California State University, Los Angeles",1943,Washington,"District of Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George Lehmann",183,81,"Campbell University",1942,Riverside,"New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Long",188,81,"Wake Forest University",1944,Louisville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plummer Lott",196,95,"Seattle University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jay Miller",196,92,"University of Notre Dame",1943,"St. Louis",Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Reid",198,95,"Winston-Salem State University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Craig Spitzer",213,102,"Tulane University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rick Weitzman",188,79,"Northeastern University",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roland West",193,80,"University of Cincinnati",1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ken Wilburn",198,88,"Central State University",1944,"River Rouge",Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Workman",201,98,"Seattle University",1944,Seattle,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Allen",206,92,"Marshall University",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harry Barnes",190,92,"Northeastern University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ed Biedenbach",185,79,"North Carolina State University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jay Carty",203,99,"Oregon State University",1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pat Frink",193,88,"University of Colorado",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Hairston",185,77,"Bowling Green State University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skip Harlicka",185,83,"University of South Carolina",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rod Knowles",206,97,"Davidson College",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loy Petersen",196,92,"Oregon State University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Craig Raymond",211,106,"Brigham Young University",1945,Aberdeen,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doug Sims",201,88,"Kent State University",1943,Elba,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dwight Waller",198,99,"Tennessee State University",1945,Brownsville,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cliff Williams",190,81,"Bowling Green State University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wally Anderzunas",201,99,"Creighton University",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Arthurs",193,83,"Tulane University",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Greacen",201,93,"Rutgers University",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Heaney",188,81,"Acadia University",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Lynn",201,97,"University of California, Los Angeles",1945,Covina,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grady O'Malley",196,92,"Manhattan College",1948,Boston,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bud Ogden",198,97,"Santa Clara University",1946,"San Luis Obispo",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George Reynolds",193,88,"University of Houston",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Scholz",203,99,"University of Illinois at Urbana-Champaign",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moe Barr",193,88,"Duquesne University",1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jimmy Collins",188,79,"New Mexico State University",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Claude English",193,83,"University of Rhode Island",1946,Columbus,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Fillmore",216,108,"Cheyney University of Pennsylvania",1947,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi Fontaine",193,86,"University of Maryland Eastern Shore",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jake Ford",190,81,"University of Maryland Eastern Shore",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walt Gilmore",198,102,"Fort Valley State University",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Henry",206,86,"University of Wisconsin",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A.W. Holt",206,86,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Howard",206,97,"University of New Mexico",1948,Pittsburgh,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earnie Killum",190,81,"Stetson University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eddie Mast",206,99,"Temple University",1948,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rex Morgan",196,86,"Jacksonville University",1948,Charleston,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralph Ogden",196,92,"Santa Clara University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Riley",206,106,"Mount St. Mary's University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Ruffner",208,102,"Brigham Young University",1948,Downey,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Silliman",198,102,"United States Military Academy",1944,Louisville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garfield Smith",206,106,"Eastern Kentucky University",1945,Campbellsville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Stewart",198,99,"University of Michigan",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Stricker",206,95,"University of the Pacific",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Suiter",206,102,"Midwestern State University",1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe Thomas",198,92,"Marquette University",1948,Canton,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeff Webb",193,77,"Kansas State University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herb White",188,88,"University of Georgia",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Willie Williams",201,90,"Florida State University",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marv Winkler",185,74,"University of Louisiana at Lafayette",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gary Zeller",190,92,"Drake University",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Zopf",185,77,"Duquesne University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Odis Allison",198,88,"University of Nevada, Las Vegas",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vic Bartolome",213,104,"Oregon State University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sid Catlett",198,104,"University of Notre Dame",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackie Dinkins",196,95,"Voorhees College",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clarence Glover",203,95,"Western Kentucky University",1947,"Horse Cave",Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jake Jones",190,81,"Assumption College",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charlie Lowery",190,83,"University of Puget Sound",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Marsh",201,97,"University of Southern California",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barry Nelson",208,104,"Duquesne University",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Payne",218,108,"University of Kentucky",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackie Ridgle",193,88,"University of California",1948,Altheimer,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"William Smith",213,99,"Syracuse University",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isaiah Wilson",188,79,"University of Baltimore",1948,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barry Yates",201,97,"University of Maryland",1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roger Brown",196,92,"University of Dayton",1942,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Davis",201,97,"Weber State University",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott English",198,92,"University of Texas at El Paso",1950,Evanston,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harold Fox",188,79,"Jacksonville University",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Grant",201,97,"Kentucky State University",1950,Clayton,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luther Green",201,86,"Long Island University",1946,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russ Lee",196,83,"Marshall University",1950,Boston,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul McCracken",193,81,"California State University, Northridge",1950,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eric McWilliams",203,90,"California State University, Long Beach",1950,Denver,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Minor",198,97,"Ohio State University",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Patterson",198,99,"Ouachita Baptist University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Riker",208,102,"University of South Carolina",1950,"Rockville Centre","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank Russell",190,81,"University of Detroit Mercy",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank Schade",185,77,"University of Wisconsin-Eau Claire",1950,Wausau,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sam Sibert",201,97,"Kentucky State University",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Stovall",193,97,"Arizona State University",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justus Thigpen",185,72,"Weber State University",1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Bell",196,83,"Drake University",1951,Cincinnati,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Cannon",193,88,"La Salle University",1947,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Chamberlain",198,85,"University of North Carolina",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Downing",203,102,"Indiana University",1950,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rod Freeman",201,102,"Vanderbilt University",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Garvin",201,90,"Boston University",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phil Hankinson",203,88,"University of Pennsylvania",1951,Augusta,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Ingelsby",190,81,"Villanova University",1951,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ben Kelso",190,88,"Central Michigan University",1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Macaluso",196,95,"Canisius College",1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ted Manakas",188,81,"Princeton University",1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vester Marshall",201,90,"University of Oklahoma",1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allie McGuire",188,81,"St. John's University",1928,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Owens",196,90,"Arizona State University",1950,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe Reaves",196,95,"Bethel College",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Sibley",188,79,"Northwestern University",1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Verga",185,86,"Duke University",1945,Neptune,"New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gus Bailey",196,83,"University of Texas at El Paso",1951,Gibson,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ken Boyd",196,88,"Boston University",1952,Frederick,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ben Clyde",201,89,"Florida State University",1951,Albany,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesse Dark",196,95,"Virginia Commonwealth University",1951,Richmond,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis DuVal",190,79,"Syracuse University",1952,Westbury,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernie Harris",208,90,"Virginia Commonwealth University",1950,Roanoke,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank Kendrick",198,89,"Purdue University",1950,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Len Kosmalski",213,111,"University of Tennessee",1951,Cleveland,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Ligon",193,81,"Vanderbilt University",1952,Nashville,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
